Compound_ID,InChIKey,Name,Molecule_ChEMBL_ID,Nivel_Modelo,Modelo_Detalle,Especie,Tejido_Organo,Tipo_Ensayo,Categoria_Endpoint,Endpoint_Original,Efecto_Magnitud,Efecto_Unidad,Es_Puro,Tipo_Efecto_Direccion,Concentracion_Dosis,Tiempo_Exposicion,Target_Conocido,Mecanismo_Propuesto,Ensayo_ChEMBL_ID,Referencia_Bibliografica,Metodo_Obtencion,Efecto_pX,Efecto_Magnitud_Numerico
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",LIPASE,10.0,U.L-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,10.0
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",PHOS,107.3,ug.mL-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,107.3
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",POTASSIUM,6.23,mEq.L-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,6.23
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",SODIUM,143.87,mEq.L-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,143.87
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",PROT,55000.0,ug.mL-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,55000.0
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",URATE,17.0,ug.mL-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,17.0
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",EOS,42.0,cells.uL-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,42.0
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",LYM,12584.67,cells.uL-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,12584.67
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",MONO,382.0,cells.uL-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,382.0
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",NEUTSG,1124.67,cells.uL-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,1124.67
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",EOSLE,0.33,%,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,0.33
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",RBC,5750000.0,cells.uL-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,5750000.0
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",HCT,35.2,%,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,35.2
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",HGB,130300.0,ug.mL-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,130300.0
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",WBC,14130.0,cells.uL-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,14130.0
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",MCH,22.7,pg,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,22.7
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",MCHC,370300.0,ug.mL-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,370300.0
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",MCV,61.23,fL,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,61.23
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",MONOLE,2.67,%,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,2.67
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",NEUTLE,8.0,%,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,8.0
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",PLAT,1425670.0,cells.uL-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,1425670.0
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",ALT,64.33,U.L-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,64.33
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",ALB,45700.0,ug.mL-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,45700.0
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",ALP,399.0,U.L-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,399.0
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",AST,93.67,U.L-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,93.67
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",BUN,163.3,ug.mL-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,163.3
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",CO2,26000000.0,nM,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,26000000.0
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",CHLORIDE,107.0,mEq.L-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,107.0
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",CHOL,646.7,ug.mL-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,646.7
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",CK,723.33,U.L-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,723.33
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",GLUC,1643.3,ug.mL-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,1643.3
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",LDH,166.67,U.L-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,166.67
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",LIPASE,9.67,U.L-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,9.67
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",PHOS,114.0,ug.mL-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,114.0
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",SODIUM,146.6,mEq.L-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,146.6
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",PROT,61700.0,ug.mL-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,61700.0
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",URATE,17.7,ug.mL-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,17.7
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",EOS,97.0,cells.uL-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,97.0
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",LYM,18780.67,cells.uL-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,18780.67
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",MONO,55.33,cells.uL-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,55.33
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",NEUTSG,967.0,cells.uL-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,967.0
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",RBC,6330000.0,cells.uL-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,6330000.0
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",HCT,38.23,%,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,38.23
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",HGB,144000.0,ug.mL-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,144000.0
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",WBC,19900.0,cells.uL-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,19900.0
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",LYMLE,94.0,%,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,94.0
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",MCH,22.73,pg,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,22.73
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",MCHC,376700.0,ug.mL-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,376700.0
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",MCV,60.37,fL,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,60.37
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",MONOLE,0.33,%,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,0.33
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",NEUTLE,5.33,%,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,5.33
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",PLAT,1095000.0,cells.uL-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,1095000.0
B22,KSEBMYQBYZTDHS-HWKANZROSA-N,Ferulic acid,CHEMBL32749,CELL-LINE,C6,Rattus norvegicus,,F — Induction of nerve growth factor secretion in rat C6 cells at 20 uM after 24 hrs by ELISA relative to control,Efecto celular (sin especificar — revisar assay_description),Activity,110.7,%,True,,,,,,CHEMBL4000538,J Nat Prod (2016) [CHEMBL4000160],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,110.7
